date      , admin1       , admin2     , market                         , latitude    , longitude  , category             , commodity                  , unit  , priceflag, pricetype, currency, price   , usdprice
2010-03-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    49.19,   0.6413
2010-03-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    16   ,   0.2086
2010-03-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  1277.78,  16.6594
2010-03-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  1400   ,  18.2529
2010-03-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , pulses and nuts      , Beans (dry)                , KG    , actual   , Retail   , KES     ,    50   ,   0.6519
2010-03-15, Eastern      , Marsabit   , Marsabit                       , 2.333333    , 37.983333  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    38   ,   0.4954
2010-03-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Bread                      , 400 G , actual   , Retail   , KES     ,    34   ,   0.4433
2010-03-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    22.69,   0.2958
2010-03-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  2072   ,  27.0143
2010-03-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2900   ,  37.8096
2010-03-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4672   ,  60.9126
2010-03-15, North Eastern, Mandera    , Mandera                        , 3.936804    , 41.858383  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    34   ,   0.4433
2010-03-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    24.77,   0.323
2010-03-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,   958.33,  12.4945
2010-03-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2700   ,  35.2021
2010-03-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4560   ,  59.4524
2010-03-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    20.3 ,   0.2647
2010-03-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    48.67,   0.6346
2010-03-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    21.45,   0.2796
2010-03-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1953   ,  25.4628
2010-03-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,   368.32,   4.8022
2010-03-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  3685   ,  48.0443
2010-03-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    75.47,   0.984
2010-03-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  5067   ,  66.0626
2010-04-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    18.87,   0.2463
2010-04-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1821   ,  23.7728
2010-04-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4538.4 ,  59.248
2010-04-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    13   ,   0.1697
2010-04-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  1933   ,  25.235
2010-04-15, Eastern      , Marsabit   , Marsabit                       , 2.333333    , 37.983333  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    33   ,   0.4308
2010-04-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Bread                      , 400 G , actual   , Retail   , KES     ,    35   ,   0.4569
2010-04-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  1256.66,  16.4055
2010-04-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2935   ,  38.3159
2010-04-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , oil and fats         , Oil (vegetable)            , L     , actual   , Retail   , KES     ,   140   ,   1.8277
2010-04-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    51.57,   0.6733
2010-04-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4764   ,  62.1932
2010-04-15, North Eastern, Mandera    , Mandera                        , 3.936804    , 41.858383  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    33   ,   0.4308
2010-04-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  2360   ,  30.8094
2010-04-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2609   ,  34.0601
2010-04-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    49.81,   0.6503
2010-04-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    49.72,   0.6491
2010-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,   517.77,   6.7594
2010-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    73.75,   0.9628
2010-05-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    18.16,   0.2315
2010-05-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1670   ,  21.2832
2010-05-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , pulses and nuts      , Beans (dry)                , KG    , actual   , Retail   , KES     ,    45   ,   0.5735
2010-05-15, Eastern      , Marsabit   , Marsabit                       , 2.333333    , 37.983333  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    32.5 ,   0.4142
2010-05-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Bread                      , 400 G , actual   , Retail   , KES     ,    31   ,   0.3951
2010-05-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    19.2 ,   0.2447
2010-05-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1970   ,  25.1065
2010-05-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  3000   ,  38.2333
2010-05-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , oil and fats         , Oil (vegetable)            , L     , actual   , Retail   , KES     ,   138   ,   1.7587
2010-05-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    46.97,   0.5986
2010-05-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4800   ,  61.1733
2010-05-15, North Eastern, Mandera    , Mandera                        , 3.936804    , 41.858383  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    36   ,   0.4588
2010-05-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    18.72,   0.2386
2010-05-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  1183.33,  15.0809
2010-05-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2643   ,  33.6835
2010-05-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4328   ,  55.1579
2010-05-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    19   ,   0.2421
2010-05-15, Rift Valley  , Turkana    , Lodwar (Turkana)               , 3.116667    , 35.6       , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    46   ,   0.5862
2010-05-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    21.48,   0.2738
2010-06-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    16.81,   0.2087
2010-06-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1526   ,  18.9448
2010-06-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4172   ,  51.7939
2010-06-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,     6   ,   0.0745
2010-06-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2000   ,  24.8293
2010-06-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , pulses and nuts      , Beans (dry)                , KG    , actual   , Retail   , KES     ,    40   ,   0.4966
2010-06-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Bread                      , 400 G , actual   , Retail   , KES     ,    33   ,   0.4097
2010-06-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1948   ,  24.1837
2010-06-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  1281.11,  15.9045
2010-06-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , oil and fats         , Oil (vegetable)            , L     , actual   , Retail   , KES     ,   156   ,   1.9367
2010-06-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4730   ,  58.7213
2010-06-15, North Eastern, Mandera    , Mandera                        , 3.936804    , 41.858383  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    39   ,   0.4842
2010-06-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    18.86,   0.2341
2010-06-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1724   ,  21.4029
2010-06-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2227   ,  27.6474
2010-06-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    46.68,   0.5795
2010-06-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    16.61,   0.2062
2010-06-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    48.12,   0.5974
2010-06-15, Rift Valley  , Turkana    , Lodwar (Turkana)               , 3.116667    , 35.6       , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    44   ,   0.5462
2010-06-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    21.12,   0.2621
2010-06-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,   801.66,   9.9523
2010-06-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  3765   ,  46.7412
2010-06-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    64.94,   0.8062
2010-07-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    15.5 ,   0.1905
2010-07-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1470   ,  18.059
2010-07-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    43.16,   0.5303
2010-07-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4227   ,  51.9287
2010-07-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    15   ,   0.1843
2010-07-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  2083.33,  25.5937
2010-07-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2200   ,  27.027
2010-07-15, Eastern      , Marsabit   , Marsabit                       , 2.333333    , 37.983333  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    32.5 ,   0.3993
2010-07-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    13.61,   0.1672
2010-07-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  1652.77,  20.3043
2010-07-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  3054   ,  37.5184
2010-07-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , milk and dairy       , "Milk (cow, pasteurized)"  , 500 ML, actual   , Retail   , KES     ,    27   ,   0.3317
2010-07-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , oil and fats         , Oil (vegetable)            , L     , actual   , Retail   , KES     ,   154   ,   1.8919
2010-07-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    44.2 ,   0.543
2010-07-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4664   ,  57.2973
2010-07-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    16.42,   0.2018
2010-07-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1590   ,  19.5332
2010-07-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  1553.33,  19.0827
2010-07-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2249   ,  27.629
2010-07-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    41.15,   0.5056
2010-07-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    41.81,   0.5136
2010-07-15, Rift Valley  , Turkana    , Lodwar (Turkana)               , 3.116667    , 35.6       , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    43.61,   0.5357
2010-07-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    12.6 ,   0.1547
2010-07-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1500   ,  18.4275
2010-07-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  3730   ,  45.8231
2010-07-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    42.22,   0.5186
2010-08-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    15.25,   0.1891
2010-08-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1420   ,  17.6098
2010-08-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    47.26,   0.586
2010-08-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4347   ,  53.9084
2010-08-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    13   ,   0.1612
2010-08-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  2333.32,  28.9362
2010-08-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  1800   ,  22.3223
2010-08-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , pulses and nuts      , Beans (dry)                , KG    , actual   , Retail   , KES     ,    50   ,   0.6201
2010-08-15, Eastern      , Marsabit   , Marsabit                       , 2.333333    , 37.983333  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    32   ,   0.3968
2010-08-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    15.25,   0.1891
2010-08-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2993   ,  37.117
2010-08-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , milk and dairy       , "Milk (cow, pasteurized)"  , 500 ML, actual   , Retail   , KES     ,    25   ,   0.31
2010-08-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , oil and fats         , Oil (vegetable)            , L     , actual   , Retail   , KES     ,   154   ,   1.9098
2010-08-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4452   ,  55.2105
2010-08-15, North Eastern, Mandera    , Mandera                        , 3.936804    , 41.858383  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    44   ,   0.5457
2010-08-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    16.81,   0.2085
2010-08-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1560   ,  19.346
2010-08-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  1955.55,  24.2513
2010-08-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2307   ,  28.6097
2010-08-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    52.33,   0.6489
2010-08-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    13.26,   0.1644
2010-08-15, Rift Valley  , Turkana    , Lodwar (Turkana)               , 3.116667    , 35.6       , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    44   ,   0.5457
2010-08-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    12.13,   0.1504
2010-08-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  1157.22,  14.351
2010-08-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  3450   ,  42.7844
2010-09-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    14.85,   0.1844
2010-09-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1280   ,  15.8908
2010-09-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  4324   ,  53.6809
2010-09-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  2250   ,  27.933
2010-09-15, Eastern      , Kitui      , Kitui                          , -1.366667   , 38.016667  , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  1800   ,  22.3464
2010-09-15, Eastern      , Marsabit   , Marsabit                       , 2.333333    , 37.983333  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    32   ,   0.3973
2010-09-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    16.71,   0.2075
2010-09-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Maize (white)              , 90 KG , actual   , Wholesale, KES     ,  1733   ,  21.5146
2010-09-15, Nairobi      , Nairobi    , Nairobi                        , -1.283333   , 36.816667  , cereals and tubers   , Potatoes (Irish)           , 50 KG , actual   , Wholesale, KES     ,  2038.33,  25.3051
2010-09-15, North Eastern, Mandera    , Mandera                        , 3.936804    , 41.858383  , cereals and tubers   , Maize (white)              , KG    , actual   , Retail   , KES     ,    45   ,   0.5587
2010-09-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    17.4 ,   0.216
2010-09-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , cereals and tubers   , Sorghum                    , 90 KG , actual   , Wholesale, KES     ,  2843   ,  35.2948
2010-09-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , pulses and nuts      , Beans                      , KG    , actual   , Wholesale, KES     ,    62.56,   0.7766
2010-09-15, Nyanza       , Kisumu     , Kisumu                         , -0.1        , 34.75      , pulses and nuts      , Beans (dry)                , 90 KG , actual   , Wholesale, KES     ,  5760   ,  71.5084
2010-09-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    13.08,   0.1623
