date      , admin1       , admin2     , market                         , latitude    , longitude  , category             , commodity                  , unit  , priceflag, pricetype, currency, price   , usdprice
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , cereals and tubers   , "Potatoes (Irish, red)"    , 50 KG , actual   , Wholesale, KES     ,  1625   ,  15.194
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , cereals and tubers   , "Potatoes (Irish, white)"  , 50 KG , actual   , Wholesale, KES     ,  1625   ,  15.194
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , cereals and tubers   , Sorghum (red)              , 90 KG , actual   , Wholesale, KES     ,  3150   ,  29.453
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , pulses and nuts      , Beans (rosecoco)           , 90 KG , actual   , Wholesale, KES     ,  6876   ,  64.2917
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  7650   ,  71.5288
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , pulses and nuts      , Cowpeas                    , 90 KG , actual   , Wholesale, KES     ,  6602   ,  61.7298
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , vegetables and fruits, Cabbage                    , 126 KG, actual   , Wholesale, KES     ,  1277   ,  11.9402
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , vegetables and fruits, Cowpea leaves              , KG    , actual   , Wholesale, KES     ,    17   ,   0.159
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , vegetables and fruits, Kale                       , 50 KG , actual   , Wholesale, KES     ,   917   ,   8.5741
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,   758   ,   7.0874
2021-04-15, Eastern      , Meru South , Kaanwa (Tharaka Nithi)         , -0.3211866  , 37.71912   , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  4480   ,  41.8887
2021-04-15, Nairobi      , Nairobi    , Kangemi (Nairobi)              , -1.269275   , 36.744238  , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  2502   ,  23.3941
2021-04-15, Nairobi      , Nairobi    , Kangemi (Nairobi)              , -1.269275   , 36.744238  , cereals and tubers   , "Potatoes (Irish, white)"  , 50 KG , actual   , Wholesale, KES     ,  1560   ,  14.5863
2021-04-15, Nairobi      , Nairobi    , Kangemi (Nairobi)              , -1.269275   , 36.744238  , cereals and tubers   , Rice (aromatic)            , 50 KG , actual   , Wholesale, KES     ,  8000   ,  74.8013
2021-04-15, Nairobi      , Nairobi    , Kangemi (Nairobi)              , -1.269275   , 36.744238  , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     ,  8100   ,  75.7363
2021-04-15, Nairobi      , Nairobi    , Kangemi (Nairobi)              , -1.269275   , 36.744238  , pulses and nuts      , Beans (rosecoco)           , 90 KG , actual   , Wholesale, KES     ,  9000   ,  84.1515
2021-04-15, Nairobi      , Nairobi    , Kangemi (Nairobi)              , -1.269275   , 36.744238  , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  7200   ,  67.3212
2021-04-15, Nairobi      , Nairobi    , Kangemi (Nairobi)              , -1.269275   , 36.744238  , vegetables and fruits, Cabbage                    , 126 KG, actual   , Wholesale, KES     ,   781   ,   7.3025
2021-04-15, Nairobi      , Nairobi    , Kangemi (Nairobi)              , -1.269275   , 36.744238  , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  6931   ,  64.806
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  3038   ,  28.4058
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , cereals and tubers   , "Potatoes (Irish, red)"    , 50 KG , actual   , Wholesale, KES     ,  2433   ,  22.7489
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , cereals and tubers   , Rice (aromatic)            , 50 KG , actual   , Wholesale, KES     ,  6500   ,  60.7761
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , cereals and tubers   , Sorghum (red)              , 90 KG , actual   , Wholesale, KES     ,  5400   ,  50.4909
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , "meat, fish and eggs", "Fish (omena, dry)"        , KG    , actual   , Wholesale, KES     ,   183   ,   1.7111
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     ,  8775   ,  82.0477
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , pulses and nuts      , Beans (kidney)             , 90 KG , actual   , Wholesale, KES     ,  7425   ,  69.425
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , pulses and nuts      , Beans (mung)               , 90 KG , actual   , Wholesale, KES     ,  9000   ,  84.1515
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , pulses and nuts      , Beans (rosecoco)           , 90 KG , actual   , Wholesale, KES     ,  6600   ,  61.7111
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  9000   ,  84.1515
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , vegetables and fruits, Cabbage                    , 126 KG, actual   , Wholesale, KES     ,  1134   ,  10.6031
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , vegetables and fruits, Cowpea leaves              , KG    , actual   , Wholesale, KES     ,    30   ,   0.2805
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,   601   ,   5.6194
2021-04-15, Nairobi      , Nairobi    , Kitengela (Kajiado)            , -1.285515   , 36.8556    , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  4640   ,  43.3848
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  5100   ,  47.6858
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , cereals and tubers   , "Potatoes (Irish, white)"  , 50 KG , actual   , Wholesale, KES     ,  1968   ,  18.4011
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , cereals and tubers   , Rice (aromatic)            , 50 KG , actual   , Wholesale, KES     ,  5500   ,  51.4259
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     ,  9450   ,  88.359
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , pulses and nuts      , Beans (kidney)             , 90 KG , actual   , Wholesale, KES     ,  7758   ,  72.5386
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  8330   ,  77.8869
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , pulses and nuts      , Cowpeas                    , 90 KG , actual   , Wholesale, KES     ,  5087   ,  47.5643
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , vegetables and fruits, Kale                       , 50 KG , actual   , Wholesale, KES     ,  1213   ,  11.3417
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,   796   ,   7.4427
2021-04-15, North Eastern, Garissa    , Garissa town (Garissa)         , -0.459682   , 39.64136   , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  4812   ,  44.993
2021-04-15, North Eastern, Mandera    , Takaba (Mandera)               , 3.394616    , 40.225882  , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  3420   ,  31.9776
2021-04-15, North Eastern, Mandera    , Takaba (Mandera)               , 3.394616    , 40.225882  , cereals and tubers   , "Potatoes (Irish, red)"    , 50 KG , actual   , Wholesale, KES     ,  2251   ,  21.0472
2021-04-15, North Eastern, Mandera    , Takaba (Mandera)               , 3.394616    , 40.225882  , cereals and tubers   , "Rice (imported, Pakistan)", 50 KG , actual   , Wholesale, KES     ,  4350   ,  40.6732
2021-04-15, North Eastern, Mandera    , Takaba (Mandera)               , 3.394616    , 40.225882  , pulses and nuts      , Beans (rosecoco)           , 90 KG , actual   , Wholesale, KES     ,  8250   ,  77.1388
2021-04-15, North Eastern, Mandera    , Takaba (Mandera)               , 3.394616    , 40.225882  , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  9900   ,  92.5666
2021-04-15, North Eastern, Mandera    , Takaba (Mandera)               , 3.394616    , 40.225882  , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  4373   ,  40.8883
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  3501   ,  32.7349
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , cereals and tubers   , "Potatoes (Irish, red)"    , 50 KG , actual   , Wholesale, KES     ,  5000   ,  46.7508
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , cereals and tubers   , "Potatoes (Irish, white)"  , 50 KG , actual   , Wholesale, KES     ,  2400   ,  22.4404
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , cereals and tubers   , Rice (aromatic)            , 50 KG , actual   , Wholesale, KES     ,  6944   ,  64.9275
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , cereals and tubers   , Sorghum (red)              , 90 KG , actual   , Wholesale, KES     ,  3600   ,  33.6606
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , "meat, fish and eggs", "Fish (omena, dry)"        , KG    , actual   , Wholesale, KES     ,   156   ,   1.4586
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     ,  9999   ,  93.4923
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , pulses and nuts      , Beans (kidney)             , 90 KG , actual   , Wholesale, KES     , 10131   ,  94.7265
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , pulses and nuts      , Beans (rosecoco)           , 90 KG , actual   , Wholesale, KES     ,  9999   ,  93.4923
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  9000   ,  84.1515
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , pulses and nuts      , Cowpeas                    , 90 KG , actual   , Wholesale, KES     ,  9524   ,  89.051
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , vegetables and fruits, Cabbage                    , 126 KG, actual   , Wholesale, KES     ,  5670   ,  53.0154
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , vegetables and fruits, Kale                       , 50 KG , actual   , Wholesale, KES     ,  1324   ,  12.3796
2021-04-15, Nyanza       , Kisumu     , Kibuye (Kisumu)                , -0.0927162  , 34.7691    , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,  3825   ,  35.7644
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  2655   ,  24.8247
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , cereals and tubers   , "Potatoes (Irish, red)"    , 50 KG , actual   , Wholesale, KES     ,  2000   ,  18.7003
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , cereals and tubers   , Rice (aromatic)            , 50 KG , actual   , Wholesale, KES     ,  5000   ,  46.7508
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , cereals and tubers   , Sorghum (red)              , 90 KG , actual   , Wholesale, KES     ,  4725   ,  44.1795
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     ,  8775   ,  82.0477
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , pulses and nuts      , Beans (rosecoco)           , 90 KG , actual   , Wholesale, KES     ,  7763   ,  72.5853
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     , 10800   , 100.9818
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , pulses and nuts      , Cowpeas                    , 90 KG , actual   , Wholesale, KES     ,  7800   ,  72.9313
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , vegetables and fruits, Kale                       , 50 KG , actual   , Wholesale, KES     ,  1906   ,  17.8214
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,   666   ,   6.2272
2021-04-15, Rift Valley  , Baringo    , Marigat town (Baringo)         , 0.469569    , 35.980663  , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  3200   ,  29.9205
2021-04-15, Rift Valley  , Kajiado    , Illbissil Food Market (Kajiado), -2.09913    , 36.79296   , cereals and tubers   , "Potatoes (Irish, red)"    , 50 KG , actual   , Wholesale, KES     ,  1645   ,  15.381
2021-04-15, Rift Valley  , Kajiado    , Illbissil Food Market (Kajiado), -2.09913    , 36.79296   , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     ,  6696   ,  62.6087
2021-04-15, Rift Valley  , Kajiado    , Illbissil Food Market (Kajiado), -2.09913    , 36.79296   , pulses and nuts      , Beans (kidney)             , 90 KG , actual   , Wholesale, KES     ,  6300   ,  58.906
2021-04-15, Rift Valley  , Kajiado    , Illbissil Food Market (Kajiado), -2.09913    , 36.79296   , vegetables and fruits, Kale                       , 50 KG , actual   , Wholesale, KES     ,  1000   ,   9.3502
2021-04-15, Rift Valley  , Nakuru     , Nakuru                         , -0.28296    , 36.0744    , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    28.93,   0.2705
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  2644   ,  24.7218
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , cereals and tubers   , "Potatoes (Irish, white)"  , 50 KG , actual   , Wholesale, KES     ,  2300   ,  21.5054
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , cereals and tubers   , Rice (aromatic)            , 50 KG , actual   , Wholesale, KES     ,  4425   ,  41.3745
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , cereals and tubers   , "Rice (imported, Pakistan)", 50 KG , actual   , Wholesale, KES     ,  5600   ,  52.3609
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , cereals and tubers   , Sorghum (red)              , 90 KG , actual   , Wholesale, KES     ,  3600   ,  33.6606
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , cereals and tubers   , Sorghum (white)            , 90 KG , actual   , Wholesale, KES     ,  4500   ,  42.0757
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , "meat, fish and eggs", "Fish (omena, dry)"        , KG    , actual   , Wholesale, KES     ,   133   ,   1.2436
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     ,  6300   ,  58.906
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , pulses and nuts      , Beans (rosecoco)           , 90 KG , actual   , Wholesale, KES     ,  6705   ,  62.6928
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  6525   ,  61.0098
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , pulses and nuts      , Cowpeas                    , 90 KG , actual   , Wholesale, KES     ,  6750   ,  63.1136
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , vegetables and fruits, Cabbage                    , 126 KG, actual   , Wholesale, KES     ,  2363   ,  22.0944
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , vegetables and fruits, Cowpea leaves              , KG    , actual   , Wholesale, KES     ,    30   ,   0.2805
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,   813   ,   7.6017
2021-04-15, Rift Valley  , Nakuru     , Wakulima (Nakuru)              , -0.303099   , 36.080026  , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  4889   ,  45.7129
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    27.41,   0.2563
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  3234   ,  30.2384
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , "Potatoes (Irish, red)"    , 50 KG , actual   , Wholesale, KES     ,  2400   ,  22.4404
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , "Potatoes (Irish, white)"  , 50 KG , actual   , Wholesale, KES     ,  2067   ,  19.3268
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Rice (aromatic)            , 50 KG , actual   , Wholesale, KES     ,  4400   ,  41.1407
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , cereals and tubers   , Sorghum (white)            , 90 KG , actual   , Wholesale, KES     ,  4140   ,  38.7097
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , "meat, fish and eggs", "Fish (omena, dry)"        , KG    , actual   , Wholesale, KES     ,   166   ,   1.5521
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     , 15750   , 147.2651
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     , 11250   , 105.1893
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , pulses and nuts      , Cowpeas                    , 90 KG , actual   , Wholesale, KES     ,  9000   ,  84.1515
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , vegetables and fruits, Cowpea leaves              , KG    , actual   , Wholesale, KES     ,    23   ,   0.2151
2021-04-15, Rift Valley  , Uasin Gishu, Eldoret town (Uasin Gishu)     , 0.516667    , 35.283333  , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  5903   ,  55.194
2021-04-15, Rift Valley  , West Pokot , Lomut (West Pokot)             , 1.4352      , 35.5744    , vegetables and fruits, Cabbage                    , 126 KG, actual   , Wholesale, KES     ,  4196   ,  39.2333
2021-04-15, Rift Valley  , West Pokot , Lomut (West Pokot)             , 1.4352      , 35.5744    , vegetables and fruits, Cowpea leaves              , KG    , actual   , Wholesale, KES     ,    10   ,   0.0935
2021-04-15, Rift Valley  , West Pokot , Lomut (West Pokot)             , 1.4352      , 35.5744    , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  1920   ,  17.9523
2021-04-15, Rift Valley  , West Pokot , Makutano (West Pokot)          , 1.253093    , 35.076653  , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  2502   ,  23.3941
2021-04-15, Rift Valley  , West Pokot , Makutano (West Pokot)          , 1.253093    , 35.076653  , cereals and tubers   , Sorghum (red)              , 90 KG , actual   , Wholesale, KES     ,  3240   ,  30.2945
2021-04-15, Rift Valley  , West Pokot , Makutano (West Pokot)          , 1.253093    , 35.076653  , pulses and nuts      , Beans (rosecoco)           , 90 KG , actual   , Wholesale, KES     ,  8730   ,  81.6269
2021-04-15, Rift Valley  , West Pokot , Makutano (West Pokot)          , 1.253093    , 35.076653  , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     , 10800   , 100.9818
2021-04-15, Rift Valley  , West Pokot , Makutano (West Pokot)          , 1.253093    , 35.076653  , vegetables and fruits, Kale                       , 50 KG , actual   , Wholesale, KES     ,  1430   ,  13.3707
2021-04-15, Rift Valley  , West Pokot , Makutano (West Pokot)          , 1.253093    , 35.076653  , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,   813   ,   7.6017
2021-04-15, Rift Valley  , West Pokot , Makutano (West Pokot)          , 1.253093    , 35.076653  , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  3178   ,  29.7148
2021-05-15, Central      , Nyeri      , Karatina (Nyeri)               , -0.4817     , 37.1251    , cereals and tubers   , Sorghum (white)            , 90 KG , actual   , Wholesale, KES     ,  5499   ,  51.0482
2021-05-15, Central      , Nyeri      , Karatina (Nyeri)               , -0.4817     , 37.1251    , pulses and nuts      , Beans (dolichos)           , 90 KG , actual   , Wholesale, KES     ,  6003   ,  55.7269
2021-05-15, Central      , Nyeri      , Karatina (Nyeri)               , -0.4817     , 37.1251    , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  8496   ,  78.8699
2021-05-15, Central      , Nyeri      , Karatina (Nyeri)               , -0.4817     , 37.1251    , pulses and nuts      , Cowpeas                    , 90 KG , actual   , Wholesale, KES     ,  7497   ,  69.596
2021-05-15, Central      , Nyeri      , Karatina (Nyeri)               , -0.4817     , 37.1251    , vegetables and fruits, Cabbage                    , 126 KG, actual   , Wholesale, KES     ,  2520   ,  23.3936
2021-05-15, Central      , Nyeri      , Karatina (Nyeri)               , -0.4817     , 37.1251    , vegetables and fruits, Kale                       , 50 KG , actual   , Wholesale, KES     ,  1000   ,   9.2832
2021-05-15, Central      , Nyeri      , Karatina (Nyeri)               , -0.4817     , 37.1251    , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,   780   ,   7.2409
2021-05-15, Central      , Nyeri      , Karatina (Nyeri)               , -0.4817     , 37.1251    , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  4160   ,  38.618
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , cereals and tubers   , "Maize (white, dry)"       , 90 KG , actual   , Wholesale, KES     ,  2552   ,  23.6907
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , cereals and tubers   , "Potatoes (Irish, white)"  , 50 KG , actual   , Wholesale, KES     ,   751   ,   6.9717
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , pulses and nuts      , Beans (yellow)             , 90 KG , actual   , Wholesale, KES     ,  8461   ,  78.545
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , pulses and nuts      , Cowpeas                    , 90 KG , actual   , Wholesale, KES     ,  7200   ,  66.8389
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , vegetables and fruits, Cowpea leaves              , KG    , actual   , Wholesale, KES     ,    42.5 ,   0.3945
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , vegetables and fruits, Kale                       , 50 KG , actual   , Wholesale, KES     ,  1204   ,  11.1769
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , vegetables and fruits, Onions (dry)               , 13 KG , actual   , Wholesale, KES     ,   983   ,   9.1254
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , vegetables and fruits, Spinach                    , KG    , actual   , Wholesale, KES     ,    40   ,   0.3713
2021-05-15, Coast        , Mombasa    , Kongowea (Mombasa)             , -4.05723    , 39.6626    , vegetables and fruits, Tomatoes                   , 64 KG , actual   , Wholesale, KES     ,  5917   ,  54.9286
2021-05-15, Coast        , Mombasa    , Mombasa                        , -4.05       , 39.666667  , cereals and tubers   , Maize                      , KG    , actual   , Wholesale, KES     ,    33.1 ,   0.3073
2021-05-15, Eastern      , Machakos   , Tala Centre Market (Machakos)  , -1.26703    , 37.32013   , cereals and tubers   , Millet (finger)            , 90 KG , actual   , Wholesale, KES     ,  5400   ,  50.1292
2021-05-15, Eastern      , Machakos   , Tala Centre Market (Machakos)  , -1.26703    , 37.32013   , cereals and tubers   , "Potatoes (Irish, white)"  , 50 KG , actual   , Wholesale, KES     ,   850   ,   7.8907
2021-05-15, Eastern      , Machakos   , Tala Centre Market (Machakos)  , -1.26703    , 37.32013   , cereals and tubers   , Rice (aromatic)            , 50 KG , actual   , Wholesale, KES     ,  9000   ,  83.5486
